Reading in simulation parameters
         44326243 function calls (41267471 primitive calls) in 132.976 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      334    0.001    0.000    0.001    0.000 posixpath.py:41(_get_sep)
       29    0.001    0.000    0.001    0.000 skipdoctest.py:12(skip_doctest)
      182    0.001    0.000    0.002    0.000 artist.py:49(_stale_axes_callback)
      307    0.001    0.000    0.001    0.000 socket.py:76(<lambda>)
        1    0.001    0.001    0.001    0.001 entities.py:1(<module>)
      592    0.001    0.000    0.001    0.000 {method 'get' of 'mappingproxy' objects}
      323    0.001    0.000    0.001    0.000 __init__.py:2131(_check_in_list)
   114/56    0.001    0.000    0.022    0.000 pyparsing.py:3691(copy)
      275    0.001    0.000    0.001    0.000 sre_parse.py:76(__init__)
        1    0.001    0.001    0.126    0.126 pyparsing.py:94(<module>)
      376    0.001    0.000    0.001    0.000 sre_compile.py:65(_combine_flags)
       54    0.001    0.000    0.001    0.000 artist.py:74(__init__)
       94    0.001    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:1445(path_hook_for_FileFinder)
      308    0.001    0.000    0.001    0.000 socket.py:81(<lambda>)
       85    0.001    0.000    0.001    0.000 {method 'rand' of 'numpy.random.mtrand.RandomState' objects}
       18    0.001    0.000    0.026    0.001 rcsetup.py:860(validate_cycler)
       84    0.001    0.000    0.002    0.000 {built-in method builtins.sum}
      471    0.001    0.000    0.001    0.000 artist.py:1365(<genexpr>)
      432    0.001    0.000    0.001    0.000 colors.py:225(<genexpr>)
       27    0.001    0.000    0.052    0.002 pyparsing.py:3015(__init__)
        4    0.001    0.000    0.001    0.000 _compatibility.py:56(utf8_repr)
        2    0.001    0.000    0.005    0.003 decoder.py:343(raw_decode)
      105    0.001    0.000    0.005    0.000 deprecation.py:226(finalize)
      272    0.001    0.000    0.001    0.000 {built-in method builtins.repr}
      164    0.001    0.000    0.001    0.000 colors.py:506(__init__)
       40    0.001    0.000    0.001    0.000 _inspect.py:142(formatargspec)
       72    0.001    0.000    0.004    0.000 __init__.py:1890(make_alias)
       20    0.001    0.000    0.001    0.000 filters.py:376(__init__)
      113    0.001    0.000    0.001    0.000 inspect.py:179(iscoroutinefunction)
    33/11    0.001    0.000    0.068    0.006 argparse.py:210(format_help)
       23    0.001    0.000    0.001    0.000 {method 'findall' of 're.Pattern' objects}
      166    0.001    0.000    0.001    0.000 contextlib.py:81(__init__)
       50    0.001    0.000    0.002    0.000 _dtype.py:333(_name_get)
        1    0.001    0.001    0.001    0.001 _color_data.py:995(<dictcomp>)
       95    0.001    0.000    0.075    0.001 decorator.py:259(decorator)
       10    0.001    0.000    0.017    0.002 pyparsing.py:2876(__init__)
       90    0.001    0.000    0.001    0.000 magic.py:112(record_magic)
       89    0.001    0.000    0.007    0.000 traitlets.py:737(__init__)
      192    0.001    0.000    0.001    0.000 {method 'encode' of 'str' objects}
      329    0.001    0.000    0.001    0.000 {method 'values' of 'mappingproxy' objects}
       13    0.001    0.000    0.006    0.000 argparse.py:391(_format_actions_usage)
      126    0.001    0.000    0.001    0.000 colors.py:708(__init__)
        8    0.001    0.000    0.001    0.000 pathlib.py:687(_make_child)
    33/11    0.001    0.000    0.067    0.006 argparse.py:215(<listcomp>)
        1    0.001    0.001    0.008    0.008 core.py:21(<module>)
   114/56    0.001    0.000    0.018    0.000 pyparsing.py:3693(<listcomp>)
       55    0.001    0.000    0.001    0.000 _tqdm.py:93(release)
        9    0.001    0.000    0.440    0.049 __init__.py:2(<module>)
      182    0.001    0.000    0.001    0.000 {built-in method builtins.all}
       90    0.001    0.000    0.011    0.000 artist.py:1095(set)
       32    0.001    0.000    0.001    0.000 pathlib.py:62(parse_parts)
      113    0.001    0.000    0.001    0.000 inspect.py:171(isgeneratorfunction)
        1    0.001    0.001    0.003    0.003 interactiveshell.py:345(InteractiveShell)
        1    0.001    0.001    0.002    0.002 six.py:21(<module>)
        1    0.001    0.001    1.196    1.196 pyplot.py:19(<module>)
      251    0.001    0.000    0.001    0.000 transforms.py:1242(<genexpr>)
      144    0.001    0.000    0.001    0.000 inspect.py:714(getmodule)
       33    0.001    0.000    0.001    0.000 argparse.py:1499(_get_handler)
      350    0.001    0.000    0.001    0.000 traitlets.py:383(class_init)
       98    0.001    0.000    0.001    0.000 argparse.py:290(_join_parts)
       15    0.001    0.000    0.001    0.000 arrayprint.py:1482(_guarded_repr_or_str)
      116    0.001    0.000    0.001    0.000 decorator.py:170(<listcomp>)
      166    0.001    0.000    0.002    0.000 contextlib.py:116(__exit__)
        1    0.001    0.001    0.067    0.067 core.py:188(read_style_directory)
    62/59    0.001    0.000    0.156    0.003 <frozen importlib._bootstrap_external>:1040(create_module)
      207    0.001    0.000    0.001    0.000 scanner.py:145(need_more_tokens)
      242    0.001    0.000    0.001    0.000 artist.py:336(pchanged)
        2    0.001    0.000    0.172    0.086 __init__.py:7(<module>)
      101    0.001    0.000    0.001    0.000 _tqdm.py:172(format_interval)
       35    0.001    0.000    0.026    0.001 argparse.py:626(_split_lines)
      251    0.001    0.000    0.001    0.000 transforms.py:1236(<genexpr>)
      128    0.001    0.000    0.001    0.000 inspect.py:2551(__str__)
       37    0.001    0.000    0.002    0.000 argparse.py:258(add_argument)
     56/9    0.001    0.000    0.022    0.002 pyparsing.py:3620(leaveWhitespace)
      116    0.001    0.000    0.001    0.000 pyparsing.py:2344(__str__)
       83    0.001    0.000    0.038    0.000 docstring.py:113(dedent_interpd)
      215    0.001    0.000    0.001    0.000 {built-in method sys._getframe}
        1    0.001    0.001    0.165    0.165 rcsetup.py:15(<module>)
       78    0.001    0.000    0.001    0.000 {method 'upper' of 'str' objects}
       18    0.001    0.000    0.012    0.001 axis.py:334(_apply_params)
       39    0.001    0.000    0.001    0.000 sre_compile.py:432(_generate_overlap_table)
       21    0.001    0.000    0.002    0.000 six.py:826(__new__)
      534    0.001    0.000    0.001    0.000 {built-in method builtins.globals}
     72/4    0.001    0.000    0.005    0.001 pyparsing.py:1714(_parseCache)
       51    0.001    0.000    0.001    0.000 _tqdm.py:1290(format_dict)
      543    0.001    0.000    0.001    0.000 artist.py:192(axes)
       54    0.001    0.000    0.001    0.000 pyparsing.py:3090(__str__)
      166    0.001    0.000    0.001    0.000 {built-in method _imp.is_builtin}
      108    0.001    0.000    0.002    0.000 _collections_abc.py:657(get)
      101    0.001    0.000    0.001    0.000 posixpath.py:64(isabs)
       52    0.001    0.000    0.001    0.000 core.py:900(__init__)
       38    0.001    0.000    0.001    0.000 colors.py:879(__init__)
       56    0.000    0.000    0.002    0.000 inspect.py:1799(_signature_bound_method)
      153    0.000    0.000    0.000    0.000 {built-in method time.time}
       85    0.000    0.000    0.001    0.000 sre_parse.py:843(_parse_flags)
        1    0.000    0.000    0.274    0.274 __init__.py:101(<module>)
      447    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
      138    0.000    0.000    0.000    0.000 deprecation.py:114(deprecated)
       38    0.000    0.000    0.002    0.000 __init__.py:1221(getLogger)
      126    0.000    0.000    0.004    0.000 scanner.py:113(check_token)
        1    0.000    0.000    0.001    0.001 _mathtext_data.py:3(<module>)
      100    0.000    0.000    0.001    0.000 numerictypes.py:293(issubclass_)
      282    0.000    0.000    0.000    0.000 pyparsing.py:2880(<genexpr>)
        1    0.000    0.000    0.009    0.009 hmac.py:4(<module>)
       92    0.000    0.000    0.009    0.000 genericpath.py:16(exists)
       93    0.000    0.000    0.001    0.000 enum.py:453(_find_data_type)
        1    0.000    0.000    0.025    0.025 subprocess.py:1383(_execute_child)
      102    0.000    0.000    0.001    0.000 codecs.py:319(decode)
       64    0.000    0.000    0.001    0.000 typing.py:162(_collect_type_vars)
      110    0.000    0.000    0.007    0.000 re.py:185(sub)
      168    0.000    0.000    0.001    0.000 inspect.py:1707(_signature_get_user_defined_method)
       66    0.000    0.000    0.006    0.000 pyparsing.py:2005(__add__)
       45    0.000    0.000    0.000    0.000 lexer.py:305(bygroups)
       28    0.000    0.000    0.001    0.000 argparse.py:1459(_get_optional_kwargs)
       93    0.000    0.000    0.001    0.000 enum.py:442(_get_mixins_)
      166    0.000    0.000    0.001    0.000 contextlib.py:237(helper)
      159    0.000    0.000    0.001    0.000 rcsetup.py:62(__call__)
       17    0.000    0.000    0.004    0.000 __init__.py:1974(_warn_external)
       44    0.000    0.000    0.001    0.000 sre_parse.py:267(getuntil)
       96    0.000    0.000    0.004    0.000 traceback.py:282(line)
      149    0.000    0.000    0.001    0.000 style.py:20(<genexpr>)
       11    0.000    0.000    0.112    0.010 magic_arguments.py:201(__call__)
        2    0.000    0.000    0.012    0.006 function_base.py:1(<module>)
      130    0.000    0.000    0.001    0.000 function_base.py:257(iterable)
       38    0.000    0.000    0.002    0.000 contextlib.py:210(contextmanager)
      316    0.000    0.000    0.000    0.000 overrides.py:124(array_function_dispatch)
       28    0.000    0.000    0.001    0.000 inspect.py:2879(_bind)
        1    0.000    0.000    0.005    0.005 token.py:10(<module>)
       21    0.000    0.000    0.010    0.000 pyparsing.py:1405(setParseAction)
      166    0.000    0.000    0.010    0.000 contextlib.py:107(__enter__)
       21    0.000    0.000    0.003    0.000 textwrap.py:414(dedent)
      186    0.000    0.000    0.001    0.000 io.py:36(clone)
       37    0.000    0.000    0.001    0.000 pyparsing.py:3059(parseImpl)
      304    0.000    0.000    0.001    0.000 __init__.py:848(__iter__)
       35    0.000    0.000    0.024    0.001 textwrap.py:368(wrap)
       19    0.000    0.000    0.002    0.000 font_manager.py:623(__init__)
       84    0.000    0.000    0.004    0.000 <__array_function__ internals>:2(any)
       27    0.000    0.000    0.001    0.000 pathlib.py:516(_select_from)
        1    0.000    0.000    0.065    0.065 pyparsing.py:5973(pyparsing_common)
     12/2    0.000    0.000    0.174    0.087 pyplot.py:182(switch_backend)
       88    0.000    0.000    0.006    0.000 traitlets.py:757(setup_class)
        6    0.000    0.000    0.002    0.000 getlimits.py:37(__init__)
      100    0.000    0.000    0.000    0.000 formatters.py:256(_hue_to_rgb)
       44    0.000    0.000    0.001    0.000 locale.py:384(normalize)
        1    0.000    0.000    0.175    0.175 interactiveshell.py:2(<module>)
      102    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       42    0.000    0.000    0.003    0.000 transforms.py:1231(__init_subclass__)
       86    0.000    0.000    0.001    0.000 pyparsing.py:3774(<genexpr>)
       11    0.000    0.000    0.111    0.010 magic_arguments.py:139(construct_parser)
       34    0.000    0.000    0.001    0.000 enum.py:474(_find_new_)
      217    0.000    0.000    0.000    0.000 transforms.py:82(__init__)
       31    0.000    0.000    0.002    0.000 traitlets.py:2175(__init__)
      144    0.000    0.000    0.001    0.000 pyparsing.py:2395(__hash__)
      224    0.000    0.000    0.001    0.000 patches.py:1807(<genexpr>)
       36    0.000    0.000    0.001    0.000 pyparsing.py:2618(__init__)
       22    0.000    0.000    0.003    0.000 argparse.py:1548(__init__)
      292    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        9    0.000    0.000    0.010    0.001 utils.py:1(<module>)
      250    0.000    0.000    0.000    0.000 __init__.py:388(<genexpr>)
       37    0.000    0.000    0.012    0.000 magic_arguments.py:228(add_to_parser)
      112    0.000    0.000    0.006    0.000 inspect.py:2843(replace)
      121    0.000    0.000    0.001    0.000 pyparsing.py:1511(preParse)
      161    0.000    0.000    0.001    0.000 textwrap.py:477(prefixed_lines)
      298    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
        1    0.000    0.000    0.024    0.024 numeric.py:1(<module>)
       11    0.000    0.000    0.020    0.002 argparse.py:295(_format_usage)
      126    0.000    0.000    0.001    0.000 _asarray.py:88(asanyarray)
       19    0.000    0.000    0.003    0.000 text.py:121(__init__)
        1    0.000    0.000    0.000    0.000 latex_symbols.py:1301(<dictcomp>)
       51    0.000    0.000    0.024    0.000 _tqdm.py:1305(display)
        1    0.000    0.000    0.012    0.012 _add_newdocs.py:10(<module>)
        6    0.000    0.000    0.021    0.003 axis.py:56(__init__)
        1    0.000    0.000    0.009    0.009 tree.py:43(<module>)
        1    0.000    0.000    0.009    0.009 typing.py:19(<module>)
       37    0.000    0.000    0.001    0.000 argparse.py:1495(_pop_action_class)
       24    0.000    0.000    0.009    0.000 traceback.py:200(extract_stack)
       50    0.000    0.000    0.001    0.000 numerictypes.py:365(issubdtype)
       84    0.000    0.000    0.003    0.000 fromnumeric.py:2236(any)
       35    0.000    0.000    0.000    0.000 textwrap.py:179(<listcomp>)
      266    0.000    0.000    0.000    0.000 inspect.py:2525(annotation)
      102    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
      263    0.000    0.000    0.000    0.000 cycler.py:227(<genexpr>)
       55    0.000    0.000    0.001    0.000 _tqdm.py:89(acquire)
        1    0.000    0.000    0.003    0.003 getlimits.py:96(_register_known_types)
       27    0.000    0.000    0.001    0.000 rcsetup.py:60(<dictcomp>)
        9    0.000    0.000    0.001    0.000 datetime.py:473(__new__)
       35    0.000    0.000    0.001    0.000 {method 'sort' of 'list' objects}
        7    0.000    0.000    0.002    0.000 lines.py:667(recache)
      237    0.000    0.000    0.000    0.000 decorator.py:215(<genexpr>)
       25    0.000    0.000    0.010    0.000 pyparsing.py:1184(_trim_arity)
       30    0.000    0.000    0.002    0.000 path.py:96(__init__)
       36    0.000    0.000    0.001    0.000 rcsetup.py:75(<listcomp>)
       22    0.000    0.000    0.018    0.001 gettext.py:514(translation)
       51    0.000    0.000    0.005    0.000 _tqdm.py:966(__repr__)
      139    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
      237    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
      252    0.000    0.000    0.000    0.000 multiarray.py:469(can_cast)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:1751(<dictcomp>)
        1    0.000    0.000    0.617    0.617 interactiveshell.py:1(<module>)
